entry_id,category,ro,en,meaning,rank,source,notes
d2000_0404,people,echipă,team,echipă / team,404,curated_people,
d2000_0405,people,lider,leader,lider / leader,405,curated_people,
d2000_0406,people,membru,member,membru / member,406,curated_people,
d2000_0407,people,oaspete,guest,oaspete / guest,407,curated_people,
d2000_0408,people,gazdă,host,gazdă / host,408,curated_people,
d2000_0409,people,partener,partner,partener / partner,409,curated_people,
d2000_0410,people,coleg,colleague,coleg / colleague,410,curated_people,
d2000_0411,people,șef,boss,șef / boss,411,curated_people,
d2000_0412,people,asistent,assistant,asistent / assistant,412,curated_people,
d2000_0413,people,agent local,local agent,agent local / local agent,413,curated_people,
d2000_0414,places,aici,here,aici / here,414,curated_place,
d2000_0415,places,acolo,there,acolo / there,415,curated_place,
d2000_0416,places,acasă,home,acasă / home,416,curated_place,
d2000_0417,places,birou,office,birou / office,417,curated_place,
d2000_0418,places,școală,school,școală / school,418,curated_place,
d2000_0419,places,oraș,city,oraș / city,419,curated_place,
d2000_0420,places,sat,village,sat / village,420,curated_place,
d2000_0421,places,țară,country,țară / country,421,curated_place,
d2000_0422,places,lume,world,lume / world,422,curated_place,
d2000_0423,places,internet,internet,internet / internet,423,curated_place,
d2000_0424,places,server,server,server / server,424,curated_place,
d2000_0425,places,browser,browser,browser / browser,425,curated_place,
d2000_0426,places,terminal,terminal,terminal / terminal,426,curated_place,
d2000_0427,places,folder de lucru,workspace,folder de lucru / workspace,427,curated_place,
d2000_0428,places,repozitoriu,repository,repozitoriu / repository,428,curated_place,
d2000_0429,places,ramură,branch,ramură / branch,429,curated_place,
d2000_0430,places,director,directory,director / directory,430,curated_place,
d2000_0431,places,cale,path,cale / path,431,curated_place,
d2000_0432,places,pagină,page,pagină / page,432,curated_place,
d2000_0433,places,ecran principal,main screen,ecran principal / main screen,433,curated_place,
d2000_0434,places,meniu,menu,meniu / menu,434,curated_place,
d2000_0435,places,panou,panel,panou / panel,435,curated_place,
d2000_0436,places,formular,form,formular / form,436,curated_place,
d2000_0437,places,bază de date,database,bază de date / database,437,curated_place,
d2000_0438,places,rețea,network,rețea / network,438,curated_place,
d2000_0439,places,nor,cloud,nor / cloud,439,curated_place,
d2000_0440,places,sistem,system,sistem / system,440,curated_place,
d2000_0441,places,proces,process,proces / process,441,curated_place,
d2000_0442,places,memorie,memory,memorie / memory,442,curated_place,
d2000_0443,places,disc,disk,disc / disk,443,curated_place,
d2000_0444,places,coadă,queue,coadă / queue,444,curated_place,
d2000_0445,places,stivă,stack,stivă / stack,445,curated_place,
d2000_0446,verbs,a traduce,to translate,a traduce / to translate,446,curated_verb,
d2000_0447,verbs,a testa,to test,a testa / to test,447,curated_verb,
d2000_0448,verbs,a verifica,to check,a verifica / to check,448,curated_verb,
d2000_0449,verbs,a repara,to fix,a repara / to fix,449,curated_verb,
d2000_0450,verbs,a porni,to start,a porni / to start,450,curated_verb,
d2000_0451,verbs,a opri,to stop,a opri / to stop,451,curated_verb,
d2000_0452,verbs,a continua,to continue,a continua / to continue,452,curated_verb,
d2000_0453,verbs,a repeta,to repeat,a repeta / to repeat,453,curated_verb,
d2000_0454,verbs,a schimba,to change,a schimba / to change,454,curated_verb,
d2000_0455,verbs,a alege,to choose,a alege / to choose,455,curated_verb,
d2000_0456,verbs,a compara,to compare,a compara / to compare,456,curated_verb,
d2000_0457,verbs,a măsura,to measure,a măsura / to measure,457,curated_verb,
d2000_0458,verbs,a reduce,to reduce,a reduce / to reduce,458,curated_verb,
d2000_0459,verbs,a scurta,to shorten,a scurta / to shorten,459,curated_verb,
d2000_0460,verbs,a mări,to increase,a mări / to increase,460,curated_verb,
d2000_0461,verbs,a micșora,to decrease,a micșora / to decrease,461,curated_verb,
d2000_0462,verbs,a păstra,to preserve,a păstra / to preserve,462,curated_verb,
d2000_0463,verbs,a pierde,to lose,a pierde / to lose,463,curated_verb,
d2000_0464,verbs,a câștiga,to gain,a câștiga / to gain,464,curated_verb,
d2000_0465,verbs,a folosi,to use,a folosi / to use,465,curated_verb,
d2000_0466,verbs,a învăța,to learn,a învăța / to learn,466,curated_verb,
d2000_0467,verbs,a observa,to observe,a observa / to observe,467,curated_verb,
d2000_0468,verbs,a nota,to record,a nota / to record,468,curated_verb,
d2000_0469,verbs,a calcula,to calculate,a calcula / to calculate,469,curated_verb,
d2000_0470,verbs,a rula,to run,a rula / to run,470,curated_verb,
d2000_0471,verbs,a executa,to execute,a executa / to execute,471,curated_verb,
d2000_0472,verbs,a deschide,to open,a deschide / to open,472,curated_verb,
d2000_0473,verbs,a închide,to close,a închide / to close,473,curated_verb,
d2000_0474,verbs,a copia,to copy,a copia / to copy,474,curated_verb,
d2000_0475,verbs,a lipi,to paste,a lipi / to paste,475,curated_verb,
d2000_0476,verbs,a muta,to move,a muta / to move,476,curated_verb,
d2000_0477,verbs,a îmbina,to merge,a îmbina / to merge,477,curated_verb,
d2000_0478,verbs,a împărți,to split,a împărți / to split,478,curated_verb,
d2000_0479,verbs,a sorta,to sort,a sorta / to sort,479,curated_verb,
d2000_0480,verbs,a filtra,to filter,a filtra / to filter,480,curated_verb,
d2000_0481,verbs,a căuta,to search,a căuta / to search,481,curated_verb,
d2000_0482,verbs,a găsi,to find,a găsi / to find,482,curated_verb,
d2000_0483,verbs,a construi,to build,a construi / to build,483,curated_verb,
d2000_0484,verbs,a proiecta,to design,a proiecta / to design,484,curated_verb,
d2000_0485,verbs,a planifica,to plan,a planifica / to plan,485,curated_verb,
d2000_0486,verbs,a raporta,to report,a raporta / to report,486,curated_verb,
d2000_0487,verbs,a evalua,to evaluate,a evalua / to evaluate,487,curated_verb,
d2000_0488,verbs,a valida,to validate,a valida / to validate,488,curated_verb,
d2000_0489,verbs,a genera,to generate,a genera / to generate,489,curated_verb,
d2000_0490,verbs,a exporta,to export,a exporta / to export,490,curated_verb,
d2000_0491,verbs,a importa,to import,a importa / to import,491,curated_verb,
d2000_0492,verbs,a actualiza,to update,a actualiza / to update,492,curated_verb,
d2000_0493,verbs,a sincroniza,to sync,a sincroniza / to sync,493,curated_verb,
d2000_0494,verbs,a instala,to install,a instala / to install,494,curated_verb,
d2000_0495,verbs,a porni din nou,to restart,a porni din nou / to restart,495,curated_verb,
d2000_0496,verbs,a asculta,to listen,a asculta / to listen,496,curated_verb,
d2000_0497,verbs,a vorbi,to speak,a vorbi / to speak,497,curated_verb,
d2000_0498,verbs,a aștepta,to wait,a aștepta / to wait,498,curated_verb,
d2000_0499,verbs,a termina,to finish,a termina / to finish,499,curated_verb,
d2000_0500,verbs,a începe,to begin,a începe / to begin,500,curated_verb,
d2000_0501,verbs,a permite,to allow,a permite / to allow,501,curated_verb,
d2000_0502,verbs,a interzice,to forbid,a interzice / to forbid,502,curated_verb,
d2000_0503,verbs,a accepta,to accept,a accepta / to accept,503,curated_verb,
d2000_0504,verbs,a respinge,to reject,a respinge / to reject,504,curated_verb,
d2000_0505,verbs,a confirma,to confirm,a confirma / to confirm,505,curated_verb,
d2000_0506,verbs,a nega,to deny,a nega / to deny,506,curated_verb,
d2000_0507,verbs,a conecta,to connect,a conecta / to connect,507,curated_verb,
d2000_0508,verbs,a deconecta,to disconnect,a deconecta / to disconnect,508,curated_verb,
d2000_0509,verbs,a proteja,to protect,a proteja / to protect,509,curated_verb,
d2000_0510,verbs,a partaja,to share,a partaja / to share,510,curated_verb,
d2000_0511,verbs,a curăța,to clean,a curăța / to clean,511,curated_verb,
d2000_0512,verbs,a descrie,to describe,a descrie / to describe,512,curated_verb,
d2000_0513,verbs,a rezuma,to summarize,a rezuma / to summarize,513,curated_verb,
d2000_0514,verbs,a detalia,to detail,a detalia / to detail,514,curated_verb,
d2000_0515,verbs,a prioritiza,to prioritize,a prioritiza / to prioritize,515,curated_verb,
d2000_0516,verbs,a clasa,to rank,a clasa / to rank,516,curated_verb,
d2000_0517,verbs,a eticheta,to label,a eticheta / to label,517,curated_verb,
d2000_0518,verbs,a grupa,to group,a grupa / to group,518,curated_verb,
d2000_0519,verbs,a lega,to link,a lega / to link,519,curated_verb,
d2000_0520,verbs,a debloca,to unlock,a debloca / to unlock,520,curated_verb,
d2000_0521,emotions,grăbit,rushed,grăbit / rushed,521,curated_emotion,
d2000_0522,emotions,relaxat,relaxed,relaxat / relaxed,522,curated_emotion,
d2000_0523,emotions,stresat,stressed,stresat / stressed,523,curated_emotion,
d2000_0524,emotions,optimist,optimistic,optimist / optimistic,524,curated_emotion,
d2000_0525,emotions,pesimist,pessimistic,pesimist / pessimistic,525,curated_emotion,
d2000_0526,time,în curând,soon,în curând / soon,526,curated_time,
d2000_0527,time,mai târziu,later,mai târziu / later,527,curated_time,
d2000_0528,time,imediat,immediately,imediat / immediately,528,curated_time,
d2000_0529,time,mereu,always,mereu / always,529,curated_time,
d2000_0530,time,des,often,des / often,530,curated_time,
d2000_0531,time,rar,rarely,rar / rarely,531,curated_time,
d2000_0532,time,uneori,sometimes,uneori / sometimes,532,curated_time,
d2000_0533,time,data viitoare,next time,data viitoare / next time,533,curated_time,
d2000_0534,time,ultima dată,last time,ultima dată / last time,534,curated_time,
d2000_0535,time,în fiecare zi,every day,în fiecare zi / every day,535,curated_time,
d2000_0536,time,în fiecare săptămână,every week,în fiecare săptămână / every week,536,curated_time,
d2000_0537,time,în fiecare lună,every month,în fiecare lună / every month,537,curated_time,
d2000_0538,time,în trecut,in the past,în trecut / in the past,538,curated_time,
d2000_0539,time,în viitor,in the future,în viitor / in the future,539,curated_time,
d2000_0540,time,termen limită,deadline,termen limită / deadline,540,curated_time,
d2000_0541,time,durată,duration,durată / duration,541,curated_time,
d2000_0542,time,interval,interval,interval / interval,542,curated_time,
d2000_0543,time,moment,moment,moment / moment,543,curated_time,
d2000_0544,time,program,schedule,program / schedule,544,curated_time,
d2000_0545,actions,validează,validate,validează / validate,545,curated_action,
d2000_0546,actions,exportă,export,exportă / export,546,curated_action,
d2000_0547,actions,importă,import,importă / import,547,curated_action,
d2000_0548,actions,generează,generate,generează / generate,548,curated_action,
d2000_0549,actions,trimite,send,trimite / send,549,curated_action,
d2000_0550,actions,primește,receive,primește / receive,550,curated_action,
d2000_0551,actions,notează,record,notează / record,551,curated_action,
d2000_0552,actions,salvează,save,salvează / save,552,curated_action,
d2000_0553,actions,încarcă,load,încarcă / load,553,curated_action,
d2000_0554,actions,șterge,delete,șterge / delete,554,curated_action,
d2000_0555,actions,curăță,clean,curăță / clean,555,curated_action,
d2000_0556,actions,depanare,debug,depanare / debug,556,curated_action,
d2000_0557,actions,compilează,compile,compilează / compile,557,curated_action,
d2000_0558,actions,instalează,install,instalează / install,558,curated_action,
d2000_0559,actions,sincronizează,sync,sincronizează / sync,559,curated_action,
d2000_0560,actions,publică,publish,publică / publish,560,curated_action,
d2000_0561,actions,revizuiește,review,revizuiește / review,561,curated_action,
d2000_0562,actions,optimizează,optimize,optimizează / optimize,562,curated_action,
d2000_0563,actions,observă,observe,observă / observe,563,curated_action,
d2000_0564,actions,documentează,document,documentează / document,564,curated_action,
d2000_0565,actions,etichetează,label,etichetează / label,565,curated_action,
d2000_0566,actions,prioritizează,prioritize,prioritizează / prioritize,566,curated_action,
d2000_0567,actions,grupează,group,grupează / group,567,curated_action,
d2000_0568,actions,listează,list,listează / list,568,curated_action,
d2000_0569,actions,afișează,display,afișează / display,569,curated_action,
d2000_0570,software/project terms,linie,line,linie / line,570,curated_software,
d2000_0571,software/project terms,coloană,column,coloană / column,571,curated_software,
d2000_0572,software/project terms,funcție,function,funcție / function,572,curated_software,
d2000_0573,software/project terms,clasă,class,clasă / class,573,curated_software,
d2000_0574,software/project terms,modul,module,modul / module,574,curated_software,
d2000_0575,software/project terms,pachet,package,pachet / package,575,curated_software,
d2000_0576,software/project terms,bibliotecă,library,bibliotecă / library,576,curated_software,
d2000_0577,software/project terms,script,script,script / script,577,curated_software,
d2000_0578,software/project terms,comandă,command,comandă / command,578,curated_software,
d2000_0579,software/project terms,argument,argument,argument / argument,579,curated_software,
d2000_0580,software/project terms,opțiune,option,opțiune / option,580,curated_software,
d2000_0581,software/project terms,variabilă,variable,variabilă / variable,581,curated_software,
d2000_0582,software/project terms,șir,string,șir / string,582,curated_software,
d2000_0583,software/project terms,număr întreg,integer,număr întreg / integer,583,curated_software,
d2000_0584,software/project terms,boolean,boolean,boolean / boolean,584,curated_software,
d2000_0585,software/project terms,excepție,exception,excepție / exception,585,curated_software,
d2000_0586,software/project terms,validare,validation,validare / validation,586,curated_software,
d2000_0587,software/project terms,scor,score,scor / score,587,curated_software,
d2000_0588,software/project terms,recompensă,reward,recompensă / reward,588,curated_software,
d2000_0589,software/project terms,decodare,decoding,decodare / decoding,589,curated_software,
d2000_0590,software/project terms,codificare,encoding,codificare / encoding,590,curated_software,
