id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_0331,objects,zahăr,sugar,zahăr / sugar,3#,331,331,2,curated_object,
d2000_0332,objects,farfurie,plate,farfurie / plate,3$,332,332,2,curated_object,
d2000_0333,objects,pahar,glass,pahar / glass,3%,333,333,2,curated_object,
d2000_0334,objects,sticlă,bottle,sticlă / bottle,3&,334,334,2,curated_object,
d2000_0335,objects,ușă,door,ușă / door,3*,335,335,2,curated_object,
d2000_0336,objects,fereastră,window,fereastră / window,3+,336,336,2,curated_object,
d2000_0337,objects,pat,bed,pat / bed,3.,337,337,2,curated_object,
d2000_0338,objects,lampă,lamp,lampă / lamp,3/,338,338,2,curated_object,
d2000_0339,objects,geantă,bag,geantă / bag,3:,339,339,2,curated_object,
d2000_0340,objects,hârtie,paper,hârtie / paper,3;,340,340,2,curated_object,
d2000_0341,objects,stilou,pen,stilou / pen,3=,341,341,2,curated_object,
d2000_0342,objects,creion,pencil,creion / pencil,3?,342,342,2,curated_object,
d2000_0343,objects,mouse,mouse,mouse / mouse,3@,343,343,2,curated_object,
d2000_0344,objects,cablu,cable,cablu / cable,3^,344,344,2,curated_object,
d2000_0345,objects,baterie,battery,baterie / battery,3_,345,345,2,curated_object,
d2000_0346,objects,mașină,car,mașină / car,3~,346,346,2,curated_object,
d2000_0347,objects,autobuz,bus,autobuz / bus,40,347,347,2,curated_object,
d2000_0348,objects,tren,train,tren / train,41,348,348,2,curated_object,
d2000_0349,objects,bicicletă,bicycle,bicicletă / bicycle,42,349,349,2,curated_object,
d2000_0350,objects,bilet,ticket,bilet / ticket,43,350,350,2,curated_object,
d2000_0351,objects,hartă,map,hartă / map,44,351,351,2,curated_object,
d2000_0352,objects,drum,road,drum / road,45,352,352,2,curated_object,
d2000_0353,objects,stradă,street,stradă / street,46,353,353,2,curated_object,
d2000_0354,objects,pod,bridge,pod / bridge,47,354,354,2,curated_object,
d2000_0355,objects,bani,money,bani / money,48,355,355,2,curated_object,
d2000_0356,objects,card,card,card / card,49,356,356,2,curated_object,
d2000_0357,objects,factură,bill,factură / bill,4B,357,357,2,curated_object,
d2000_0358,objects,preț,price,preț / price,4C,358,358,2,curated_object,
d2000_0359,objects,magazin,shop,magazin / shop,4D,359,359,2,curated_object,
d2000_0360,objects,medicament,medicine,medicament / medicine,4F,360,360,2,curated_object,
d2000_0361,objects,doctor,doctor,doctor / doctor,4G,361,361,2,curated_object,
d2000_0362,objects,spital,hospital,spital / hospital,4H,362,362,2,curated_object,
d2000_0363,objects,problemă,problem,problemă / problem,4J,363,363,2,curated_object,
d2000_0364,objects,soluție,solution,soluție / solution,4K,364,364,2,curated_object,
d2000_0365,objects,plan,plan,plan / plan,4L,365,365,2,curated_object,
d2000_0366,objects,mesaj,message,mesaj / message,4M,366,366,2,curated_object,
d2000_0367,objects,imagine,image,imagine / image,4N,367,367,2,curated_object,
d2000_0368,objects,sunet,sound,sunet / sound,4P,368,368,2,curated_object,
d2000_0369,objects,video,video,video / video,4Q,369,369,2,curated_object,
d2000_0370,objects,parolă,password,parolă / password,4R,370,370,2,curated_object,
d2000_0371,objects,cont,account,cont / account,4S,371,371,2,curated_object,
d2000_0372,objects,nume,name,nume / name,4T,372,372,2,curated_object,
d2000_0373,objects,număr,number,număr / number,4V,373,373,2,curated_object,
d2000_0374,objects,adresă,address,adresă / address,4W,374,374,2,curated_object,
d2000_0375,objects,exemplu,example,exemplu / example,4X,375,375,2,curated_object,
d2000_0376,objects,date,data,date / data,4Y,376,376,2,curated_object,
d2000_0377,objects,token,token,token / token,4Z,377,377,2,curated_object,
d2000_0378,objects,dicționar,dictionary,dicționar / dictionary,4b,378,378,2,curated_object,
d2000_0379,objects,test,test,test / test,4c,379,379,2,curated_object,
d2000_0380,people,om,person,om / person,4d,380,380,2,curated_people,
d2000_0381,people,femeie,woman,femeie / woman,4f,381,381,2,curated_people,
d2000_0382,people,bărbat,man,bărbat / man,4g,382,382,2,curated_people,
d2000_0383,people,copil,child,copil / child,4h,383,383,2,curated_people,
d2000_0384,people,prieten,friend,prieten / friend,4j,384,384,2,curated_people,
d2000_0385,people,familie,family,familie / family,4k,385,385,2,curated_people,
d2000_0386,people,mamă,mother,mamă / mother,4l,386,386,2,curated_people,
d2000_0387,people,tată,father,tată / father,4m,387,387,2,curated_people,
d2000_0388,people,soră,sister,soră / sister,4n,388,388,2,curated_people,
d2000_0389,people,frate,brother,frate / brother,4p,389,389,2,curated_people,
d2000_0390,people,profesor,teacher,profesor / teacher,4q,390,390,2,curated_people,
d2000_0391,people,student,student,student / student,4r,391,391,2,curated_people,
d2000_0392,people,client,client,client / client,4s,392,392,2,curated_people,
d2000_0393,people,utilizator,user,utilizator / user,4t,393,393,2,curated_people,
d2000_0394,people,operator,operator,operator / operator,4v,394,394,2,curated_people,
d2000_0395,people,administrator,administrator,administrator / administrator,4w,395,395,2,curated_people,
d2000_0396,people,dezvoltator,developer,dezvoltator / developer,4x,396,396,2,curated_people,
d2000_0397,people,cercetător,researcher,cercetător / researcher,4y,397,397,2,curated_people,
d2000_0398,people,autor,author,autor / author,4z,398,398,2,curated_people,
d2000_0399,people,cititor,reader,cititor / reader,4!,399,399,2,curated_people,
d2000_0400,people,vorbitor,speaker,vorbitor / speaker,4#,400,400,2,curated_people,
d2000_0401,people,ascultător,listener,ascultător / listener,4$,401,401,2,curated_people,
d2000_0402,people,expeditor,sender,expeditor / sender,4%,402,402,2,curated_people,
d2000_0403,people,destinatar,receiver,destinatar / receiver,4&,403,403,2,curated_people,
d2000_0404,people,echipă,team,echipă / team,4*,404,404,2,curated_people,
d2000_0405,people,lider,leader,lider / leader,4+,405,405,2,curated_people,
d2000_0406,people,membru,member,membru / member,4.,406,406,2,curated_people,
d2000_0407,people,oaspete,guest,oaspete / guest,4/,407,407,2,curated_people,
d2000_0408,people,gazdă,host,gazdă / host,4:,408,408,2,curated_people,
d2000_0409,people,partener,partner,partener / partner,4;,409,409,2,curated_people,
d2000_0410,people,coleg,colleague,coleg / colleague,4=,410,410,2,curated_people,
d2000_0411,people,șef,boss,șef / boss,4?,411,411,2,curated_people,
d2000_0412,people,asistent,assistant,asistent / assistant,4@,412,412,2,curated_people,
d2000_0413,people,agent local,local agent,agent local / local agent,4^,413,413,2,curated_people,
d2000_0414,places,aici,here,aici / here,4_,414,414,2,curated_place,
d2000_0415,places,acolo,there,acolo / there,4~,415,415,2,curated_place,
d2000_0416,places,acasă,home,acasă / home,50,416,416,2,curated_place,
d2000_0417,places,birou,office,birou / office,51,417,417,2,curated_place,
d2000_0418,places,școală,school,școală / school,52,418,418,2,curated_place,
d2000_0419,places,oraș,city,oraș / city,53,419,419,2,curated_place,
d2000_0420,places,sat,village,sat / village,54,420,420,2,curated_place,
d2000_0421,places,țară,country,țară / country,55,421,421,2,curated_place,
d2000_0422,places,lume,world,lume / world,56,422,422,2,curated_place,
d2000_0423,places,internet,internet,internet / internet,57,423,423,2,curated_place,
d2000_0424,places,server,server,server / server,58,424,424,2,curated_place,
d2000_0425,places,browser,browser,browser / browser,59,425,425,2,curated_place,
d2000_0426,places,terminal,terminal,terminal / terminal,5B,426,426,2,curated_place,
d2000_0427,places,folder de lucru,workspace,folder de lucru / workspace,5C,427,427,2,curated_place,
d2000_0428,places,repozitoriu,repository,repozitoriu / repository,5D,428,428,2,curated_place,
d2000_0429,places,ramură,branch,ramură / branch,5F,429,429,2,curated_place,
d2000_0430,places,director,directory,director / directory,5G,430,430,2,curated_place,
d2000_0431,places,cale,path,cale / path,5H,431,431,2,curated_place,
d2000_0432,places,pagină,page,pagină / page,5J,432,432,2,curated_place,
d2000_0433,places,ecran principal,main screen,ecran principal / main screen,5K,433,433,2,curated_place,
d2000_0434,places,meniu,menu,meniu / menu,5L,434,434,2,curated_place,
d2000_0435,places,panou,panel,panou / panel,5M,435,435,2,curated_place,
d2000_0436,places,formular,form,formular / form,5N,436,436,2,curated_place,
d2000_0437,places,bază de date,database,bază de date / database,5P,437,437,2,curated_place,
d2000_0438,places,rețea,network,rețea / network,5Q,438,438,2,curated_place,
d2000_0439,places,nor,cloud,nor / cloud,5R,439,439,2,curated_place,
d2000_0440,places,sistem,system,sistem / system,5S,440,440,2,curated_place,
d2000_0441,places,proces,process,proces / process,5T,441,441,2,curated_place,
d2000_0442,places,memorie,memory,memorie / memory,5V,442,442,2,curated_place,
d2000_0443,places,disc,disk,disc / disk,5W,443,443,2,curated_place,
d2000_0444,places,coadă,queue,coadă / queue,5X,444,444,2,curated_place,
d2000_0445,places,stivă,stack,stivă / stack,5Y,445,445,2,curated_place,
d2000_0446,verbs,a traduce,to translate,a traduce / to translate,5Z,446,446,2,curated_verb,
d2000_0447,verbs,a testa,to test,a testa / to test,5b,447,447,2,curated_verb,
d2000_0448,verbs,a verifica,to check,a verifica / to check,5c,448,448,2,curated_verb,
d2000_0449,verbs,a repara,to fix,a repara / to fix,5d,449,449,2,curated_verb,
d2000_0450,verbs,a porni,to start,a porni / to start,5f,450,450,2,curated_verb,
d2000_0451,verbs,a opri,to stop,a opri / to stop,5g,451,451,2,curated_verb,
d2000_0452,verbs,a continua,to continue,a continua / to continue,5h,452,452,2,curated_verb,
d2000_0453,verbs,a repeta,to repeat,a repeta / to repeat,5j,453,453,2,curated_verb,
d2000_0454,verbs,a schimba,to change,a schimba / to change,5k,454,454,2,curated_verb,
d2000_0455,verbs,a alege,to choose,a alege / to choose,5l,455,455,2,curated_verb,
d2000_0456,verbs,a compara,to compare,a compara / to compare,5m,456,456,2,curated_verb,
d2000_0457,verbs,a măsura,to measure,a măsura / to measure,5n,457,457,2,curated_verb,
d2000_0458,verbs,a reduce,to reduce,a reduce / to reduce,5p,458,458,2,curated_verb,
d2000_0459,verbs,a scurta,to shorten,a scurta / to shorten,5q,459,459,2,curated_verb,
d2000_0460,verbs,a mări,to increase,a mări / to increase,5r,460,460,2,curated_verb,
d2000_0461,verbs,a micșora,to decrease,a micșora / to decrease,5s,461,461,2,curated_verb,
d2000_0462,verbs,a păstra,to preserve,a păstra / to preserve,5t,462,462,2,curated_verb,
d2000_0463,verbs,a pierde,to lose,a pierde / to lose,5v,463,463,2,curated_verb,
d2000_0464,verbs,a câștiga,to gain,a câștiga / to gain,5w,464,464,2,curated_verb,
d2000_0465,verbs,a folosi,to use,a folosi / to use,5x,465,465,2,curated_verb,
d2000_0466,verbs,a învăța,to learn,a învăța / to learn,5y,466,466,2,curated_verb,
d2000_0467,verbs,a observa,to observe,a observa / to observe,5z,467,467,2,curated_verb,
d2000_0468,verbs,a nota,to record,a nota / to record,5!,468,468,2,curated_verb,
d2000_0469,verbs,a calcula,to calculate,a calcula / to calculate,5#,469,469,2,curated_verb,
d2000_0470,verbs,a rula,to run,a rula / to run,5$,470,470,2,curated_verb,
d2000_0471,verbs,a executa,to execute,a executa / to execute,5%,471,471,2,curated_verb,
d2000_0472,verbs,a deschide,to open,a deschide / to open,5&,472,472,2,curated_verb,
d2000_0473,verbs,a închide,to close,a închide / to close,5*,473,473,2,curated_verb,
d2000_0474,verbs,a copia,to copy,a copia / to copy,5+,474,474,2,curated_verb,
d2000_0475,verbs,a lipi,to paste,a lipi / to paste,5.,475,475,2,curated_verb,
d2000_0476,verbs,a muta,to move,a muta / to move,5/,476,476,2,curated_verb,
d2000_0477,verbs,a îmbina,to merge,a îmbina / to merge,5:,477,477,2,curated_verb,
d2000_0478,verbs,a împărți,to split,a împărți / to split,5;,478,478,2,curated_verb,
d2000_0479,verbs,a sorta,to sort,a sorta / to sort,5=,479,479,2,curated_verb,
d2000_0480,verbs,a filtra,to filter,a filtra / to filter,5?,480,480,2,curated_verb,
d2000_0481,verbs,a căuta,to search,a căuta / to search,5@,481,481,2,curated_verb,
d2000_0482,verbs,a găsi,to find,a găsi / to find,5^,482,482,2,curated_verb,
d2000_0483,verbs,a construi,to build,a construi / to build,5_,483,483,2,curated_verb,
d2000_0484,verbs,a proiecta,to design,a proiecta / to design,5~,484,484,2,curated_verb,
d2000_0485,verbs,a planifica,to plan,a planifica / to plan,60,485,485,2,curated_verb,
d2000_0486,verbs,a raporta,to report,a raporta / to report,61,486,486,2,curated_verb,
d2000_0487,verbs,a evalua,to evaluate,a evalua / to evaluate,62,487,487,2,curated_verb,
d2000_0488,verbs,a valida,to validate,a valida / to validate,63,488,488,2,curated_verb,
d2000_0489,verbs,a genera,to generate,a genera / to generate,64,489,489,2,curated_verb,
d2000_0490,verbs,a exporta,to export,a exporta / to export,65,490,490,2,curated_verb,
d2000_0491,verbs,a importa,to import,a importa / to import,66,491,491,2,curated_verb,
d2000_0492,verbs,a actualiza,to update,a actualiza / to update,67,492,492,2,curated_verb,
d2000_0493,verbs,a sincroniza,to sync,a sincroniza / to sync,68,493,493,2,curated_verb,
d2000_0494,verbs,a instala,to install,a instala / to install,69,494,494,2,curated_verb,
d2000_0495,verbs,a porni din nou,to restart,a porni din nou / to restart,6B,495,495,2,curated_verb,
d2000_0496,verbs,a asculta,to listen,a asculta / to listen,6C,496,496,2,curated_verb,
d2000_0497,verbs,a vorbi,to speak,a vorbi / to speak,6D,497,497,2,curated_verb,
d2000_0498,verbs,a aștepta,to wait,a aștepta / to wait,6F,498,498,2,curated_verb,
d2000_0499,verbs,a termina,to finish,a termina / to finish,6G,499,499,2,curated_verb,
d2000_0500,verbs,a începe,to begin,a începe / to begin,6H,500,500,2,curated_verb,
d2000_0501,verbs,a permite,to allow,a permite / to allow,6J,501,501,2,curated_verb,
d2000_0502,verbs,a interzice,to forbid,a interzice / to forbid,6K,502,502,2,curated_verb,
d2000_0503,verbs,a accepta,to accept,a accepta / to accept,6L,503,503,2,curated_verb,
d2000_0504,verbs,a respinge,to reject,a respinge / to reject,6M,504,504,2,curated_verb,
d2000_0505,verbs,a confirma,to confirm,a confirma / to confirm,6N,505,505,2,curated_verb,
d2000_0506,verbs,a nega,to deny,a nega / to deny,6P,506,506,2,curated_verb,
d2000_0507,verbs,a conecta,to connect,a conecta / to connect,6Q,507,507,2,curated_verb,
d2000_0508,verbs,a deconecta,to disconnect,a deconecta / to disconnect,6R,508,508,2,curated_verb,
d2000_0509,verbs,a proteja,to protect,a proteja / to protect,6S,509,509,2,curated_verb,
d2000_0510,verbs,a partaja,to share,a partaja / to share,6T,510,510,2,curated_verb,
d2000_0511,verbs,a curăța,to clean,a curăța / to clean,6V,511,511,2,curated_verb,
d2000_0512,verbs,a descrie,to describe,a descrie / to describe,6W,512,512,2,curated_verb,
d2000_0513,verbs,a rezuma,to summarize,a rezuma / to summarize,6X,513,513,2,curated_verb,
d2000_0514,verbs,a detalia,to detail,a detalia / to detail,6Y,514,514,2,curated_verb,
d2000_0515,verbs,a prioritiza,to prioritize,a prioritiza / to prioritize,6Z,515,515,2,curated_verb,
d2000_0516,verbs,a clasa,to rank,a clasa / to rank,6b,516,516,2,curated_verb,
d2000_0517,verbs,a eticheta,to label,a eticheta / to label,6c,517,517,2,curated_verb,
d2000_0518,verbs,a grupa,to group,a grupa / to group,6d,518,518,2,curated_verb,
d2000_0519,verbs,a lega,to link,a lega / to link,6f,519,519,2,curated_verb,
d2000_0520,verbs,a debloca,to unlock,a debloca / to unlock,6g,520,520,2,curated_verb,
d2000_0521,emotions,grăbit,rushed,grăbit / rushed,6h,521,521,2,curated_emotion,
d2000_0522,emotions,relaxat,relaxed,relaxat / relaxed,6j,522,522,2,curated_emotion,
d2000_0523,emotions,stresat,stressed,stresat / stressed,6k,523,523,2,curated_emotion,
d2000_0524,emotions,optimist,optimistic,optimist / optimistic,6l,524,524,2,curated_emotion,
d2000_0525,emotions,pesimist,pessimistic,pesimist / pessimistic,6m,525,525,2,curated_emotion,
d2000_0526,time,în curând,soon,în curând / soon,6n,526,526,2,curated_time,
d2000_0527,time,mai târziu,later,mai târziu / later,6p,527,527,2,curated_time,
d2000_0528,time,imediat,immediately,imediat / immediately,6q,528,528,2,curated_time,
d2000_0529,time,mereu,always,mereu / always,6r,529,529,2,curated_time,
d2000_0530,time,des,often,des / often,6s,530,530,2,curated_time,
d2000_0531,time,rar,rarely,rar / rarely,6t,531,531,2,curated_time,
d2000_0532,time,uneori,sometimes,uneori / sometimes,6v,532,532,2,curated_time,
d2000_0533,time,data viitoare,next time,data viitoare / next time,6w,533,533,2,curated_time,
d2000_0534,time,ultima dată,last time,ultima dată / last time,6x,534,534,2,curated_time,
d2000_0535,time,în fiecare zi,every day,în fiecare zi / every day,6y,535,535,2,curated_time,
